Year,Country,Prevalence Rate,ART Rate,PMTCT Rate,Exp_per_cap Level,Coglevel,Newly Infected Rate,PMTCT Receiving Rate
2013,Paraguay,0.5,21,57,3,3,0.03,0.34
2013,Peru,0.3,40,69,3,,0.015,0.71
2013,Uruguay,0.5,48,95,,3,0.0386,0.6
2013,Algeria,0.1,46,66,3,3,0.012,0.4
2013,Djibouti,1.3,16,13,2,,0.0739,0.06
2013,Egypt,0.1,12,19,,,0.0164,0.2
2013,Iran(IslamicRepublicof),0.1,,,,,0.0087,0.26
2013,Jordan,0.1,55,,4,,0.02,
2013,Kuwait,0.1,51,,4,2,0.02,
2013,Lebanon,0.1,36,,3,3,0.01,
2013,LibyanArabJamahiriya,0.2,,,,,0.0192,0
2013,Morocco,0.1,34,52,3,3,0.0061,0.36
2013,Oman,0.1,33,,3,2,0.0077,
2013,Somalia,0.2,12,3,2,,0.0071,0.030769231
2013,Sudan,0.2,7,4,1,1,0.0208,0.036842105
2013,SyrianArabRepublic,0.1,,,,,0.0175,
2013,Tunisia,0.1,27,,,,0.025,
2013,Yemen,0.1,12,17,,,0.013,0.15
2013,Benin,1.1,37,42,1,,0.0706,0.428571429
2013,BurkinaFaso,1,,,,,0.0336,0.586206897
2013,Burundi,1.3,37,57,2,,0.0443,0.563636364
2013,Cameroon,4.2,24,75,1,3,0.2411,0.748387097
2013,CapeVerde,0.6,,,,,0.0545,
2013,CentralAfricanRepublic,4.4,,,,,0.2933,0.267857143
2013,Chad,1.4,36,42,1,,0.0891,0.43
2013,Congo,3,23,33,,2,0.1953,0.333333333
2013,CotedIvoire,3.2,,,,,0.1533,0.727272727
2013,DemocraticRepublicoftheCongo,1,,,,,0.0565,0.26
2013,EquatorialGuinea,6.3,,,,,0.63,0.6
2013,Gabon,4,42,49,1,,0.225,0.5
2013,Gambia,1.9,19,78,1,1,0.1719,0.776595745
2013,Ghana,1.8,24,42,2,2,0.1219,0.429411765
2013,Guinea,1.6,25,71,1,,0.0989,0.709090909
2013,Guinea-Bissau,3.8,17,52,,,0.278,0.52173913
2013,Liberia,1.6,16,29,1,2,0.0976,0.290909091
2013,Mali,1.4,22,24,1,1,0.1185,0.239130435
2013,Mauritania,0.3,32,17,2,2,0.0091,0.15
2013,Niger,0.4,33,75,2,2,0.0173,0.764705882
2013,Nigeria,1.6,38,54,1,2,0.1129,0.539784946
2013,Senegal,0.5,31,47,2,2,0.0182,0.482758621
2013,SierraLeone,1.5,,,,,0.119,
2013,Togo,2.7,31,69,1,3,0.1546,0.703125
2013,Bulgaria,0.1,27,,4,3,0.0217,
2013,Croatia,0.1,58,,4,3,0.0083,
2013,CzechRepublic,0.1,,,,,0.02,
2013,Denmark,0.1,72,,,3,0.0034,
2013,Estonia,0.8,42,,,3,0.0615,
2013,Finland,0.1,69,,,3,0.0063,
2013,France,0.3,78,,,3,0.012,
2013,Germany,0.1,72,,,3,0.0039,
2013,Hungary,0.1,34,,,3,0.0185,
2013,Iceland,0.1,69,,,3,0.02,
2013,Ireland,0.2,69,,,3,0.0179,
2013,Israel,0.1,,,,3,0.007,
2013,Italy,0.3,75,,,3,0.0103,
2013,Latvia,0.4,17,,3,,0.0455,
2013,Luxembourg,0.2,63,,4,3,0.0227,
2013,Netherlands,0.2,74,,,3,0.0072,
2013,Norway,0.1,73,,,3,0.0102,
2013,Portugal,0.6,65,,4,3,0.019,
2013,Romania,0.1,58,95,4,3,0.0055,1.3
2013,Serbia,0.1,52,,4,3,0.0091,
2013,Slovakia,0.1,37,,,3,0.0149,
2013,Spain,0.4,70,,4,3,0.012,
2013,UnitedStatesofAmerica,0.4,,,,,0.0142,
2014,Afghanistan,0.1,5,6,3,2,0.0125,0.05
2014,Australia,0.1,75,,,3,0.0042,
2014,Bangladesh,0.1,12,21,3,2,0.013,0.15
2014,Bhutan,0.3,15,,,2,0.0231,
2014,Cambodia,0.7,69,65,2,3,0.0127,0.654545455
2014,Indonesia,0.4,8,6,1,2,0.0361,0.0625
2014,Japan,0.1,58,,,,0.0064,
2014,LaoPeopleDemocraticRepublic,0.3,,,,,0.0213,0.06
2014,Malaysia,0.4,27,74,2,3,0.027,0.6
2014,Mongolia,0.1,25,,4,2,0.0196,
2014,Myanmar,0.8,37,61,1,,0.0487,0.596491228
2014,Nepal,0.2,34,41,2,3,0.0084,0.32
2014,NewZealand,0.1,,,,,0.0065,
2014,Pakistan,0.1,4,2,1,1,0.0155,0.024
2014,PapuaNewGuinea,0.8,,,,,0.042,0.475
2014,Philippines,0.1,23,12,2,3,0.0222,0.1
2014,Singapore,0.3,56,,4,3,0.008,
2014,SriLanka,0.1,,,,,0.0132,
2014,Thailand,1.3,51,95,2,3,0.027,0.95
2014,VietNam,0.4,,,,,0.0191,0.551724138
2014,Bahamas,2,39,,,,0.1667,
2014,Barbados,1.5,40,,4,3,0.1111,
2014,Belize,1.9,24,57,3,2,0.2159,0.6
2014,Cuba,0.4,50,82,4,3,0.0368,0.5
2014,DominicanRepublic,1,,,,,0.042,1
2014,Guyana,1.5,57,93,4,3,0.0987,0.9
2014,Haiti,2.1,42,77,3,2,0.1134,0.775862069
2014,Jamaica,1.9,25,95,2,,0.12,0.78
2014,Suriname,1.4,33,95,,2,0.14,1.7
2014,Angola,1.9,23,39,1,2,0.1832,0.382608696
2014,Botswana,21.9,65,75,2,3,0.6692,0.733333333
2014,Comoros,0.1,42,,4,3,0.05,
2014,Eritrea,0.8,45,64,1,3,0.0284,0.65
2014,Eswatini,28.2,61,81,,3,1.6326,0.791666667
2014,Ethiopia,1.2,55,77,2,3,0.0436,0.773913043
2014,Kenya,5.4,50,69,2,3,0.2016,0.689041096
2014,Lesotho,24.6,41,91,1,3,1.2673,0.883333333
2014,Madagascar,0.2,3,8,2,1,0.0269,0.08
2014,Malawi,10,56,74,1,3,0.4688,0.734
2014,Mauritius,1.3,20,95,2,1,0.091,1.1
2014,Mozambique,12.4,31,92,1,2,0.9789,0.949
2014,Namibia,12.8,69,77,3,3,0.5322,0.75
2014,Rwanda,3,64,93,3,3,0.0764,0.94
2014,SouthAfrica,20.1,,,,,0.8901,0.834482759
2014,SouthSudan,2.4,,,,,0.255,0.209302326
2014,Uganda,6.4,50,95,,3,0.3397,1.13
2014,UnitedRepublicofTanzania,4.9,,,,,0.287,0.877777778
2014,Zambia,12.3,58,92,1,3,0.5703,0.928571429
2014,Zimbabwe,14.1,60,82,1,3,0.4881,0.826760563
2014,Armenia,0.2,22,,3,2,0.0118,
2014,Belarus,0.4,30,80,3,3,0.046,0.52
2014,BosniaandHerzegovina,0.1,,,,,0.02,
2014,Georgia,0.3,33,,4,2,0.0288,
2014,Kazakhstan,0.2,26,72,3,3,0.0267,0.6
2014,Kyrgyzstan,0.2,23,84,4,2,0.0248,0.55
2014,Montenegro,0.1,32,,,2,0.02,
2014,NorthMacedonia,0.1,,,,,0.02,
2014,RepublicofMoldova,0.6,,,,,0.0424,0.3
2014,Tajikistan,0.2,17,37,3,2,0.02,0.32
2014,Ukraine,0.9,28,95,2,3,0.0509,1.137931034
2014,Uzbekistan,0.2,25,41,2,,0.0251,0.415384615
2014,Argentina,0.4,54,94,4,,0.0217,0.944444444
2014,Bolivia,0.3,18,71,,,0.0186,0.46
2014,Brazil,0.5,51,,3,3,0.0308,
2014,Chile,0.4,47,86,4,,0.0332,0.46
2014,Colombia,0.4,40,35,3,,0.0234,0.347826087
2014,CostaRica,0.4,,,,,0.031,
2014,Ecuador,0.4,33,91,2,2,0.0256,0.66
2014,ElSalvador,0.7,,,,,0.0261,0.34
2014,Guatemala,0.5,35,36,3,2,0.0208,0.35483871
2014,Honduras,0.4,41,50,3,2,0.0125,0.4
2014,Mexico,0.2,47,,4,2,0.0105,
2014,Nicaragua,0.2,34,75,,,0.0115,0.55
2014,Panama,0.9,38,91,4,2,0.0548,0.9
2014,Paraguay,0.5,24,69,3,3,0.0286,0.4
2014,Peru,0.3,46,69,3,,0.0146,0.72
2014,Uruguay,0.5,49,95,,3,0.0329,0.65
2014,Algeria,0.1,54,33,3,3,0.0118,0.22
2014,Djibouti,1.3,18,27,2,,0.0762,0.12
2014,Egypt,0.1,14,14,,,0.0175,0.06
2014,Iran(IslamicRepublicof),0.1,,,,,0.0084,0.34
2014,Jordan,0.1,60,,4,,0.02,
2014,Kuwait,0.1,50,,4,2,0.0196,
2014,Lebanon,0.1,39,,3,3,0.0095,
2014,LibyanArabJamahiriya,0.2,,,,,0.017,0
2014,Morocco,0.1,38,58,3,3,0.0058,0.42
2014,Oman,0.2,33,,3,2,0.0148,
2014,Somalia,0.2,14,6,2,,0.0077,0.05
2014,Sudan,0.2,8,6,1,1,0.02,0.057894737
2014,SyrianArabRepublic,0.1,,,,,0.0175,
2014,Tunisia,0.1,30,,,,0.0227,
2014,Yemen,0.1,17,20,,,0.012,0.2
2014,Benin,1.1,42,76,1,,0.0679,0.75
2014,BurkinaFaso,1,,,,,0.032,0.767857143
2014,Burundi,1.3,42,66,2,,0.0418,0.660377358
2014,Cameroon,4.1,27,74,1,3,0.2278,0.743333333
2014,CapeVerde,0.6,,,,,0.0545,
2014,CentralAfricanRepublic,4.2,,,,,0.259,0.5
2014,Chad,1.4,43,59,1,,0.084,0.61
2014,Congo,2.9,22,27,,2,0.1888,0.272727273
2014,CotedIvoire,3.1,,,,,0.1421,0.809090909
2014,DemocraticRepublicoftheCongo,0.9,,,,,0.048,0.424137931
2014,EquatorialGuinea,6.5,,,,,0.5969,0.571428571
2014,Gabon,4,44,49,1,,0.2122,0.482758621
2014,Gambia,1.9,21,75,1,1,0.1727,0.75
2014,Ghana,1.8,26,48,2,2,0.1181,0.488235294
2014,Guinea,1.6,29,59,1,,0.1004,0.581818182
2014,Guinea-Bissau,3.8,19,84,,,0.2624,0.826086957
2014,Liberia,1.5,17,30,1,2,0.0878,0.295454545
2014,Mali,1.3,24,25,1,1,0.11,0.258064516
2014,Mauritania,0.3,35,95,2,2,0.0094,0.9
2014,Niger,0.4,31,89,2,2,0.0162,0.882352941
2014,Nigeria,1.6,41,63,1,2,0.1035,0.631578947
2014,Senegal,0.5,37,41,2,2,0.017,0.407407407
2014,SierraLeone,1.5,,,,,0.1131,
2014,Togo,2.6,34,73,1,3,0.1442,0.737704918
2014,Bulgaria,0.1,29,,4,3,0.02,
2014,Croatia,0.1,62,,4,3,0.0077,
2014,CzechRepublic,0.1,,,,,0.0179,
2014,Denmark,0.1,79,,,3,0.0034,
2014,Estonia,0.8,46,,,3,0.0606,
2014,Finland,0.1,70,,,3,0.0061,
2014,France,0.3,78,,,3,0.0124,
2014,Germany,0.1,74,,,3,0.0038,
2014,Hungary,0.1,39,,,3,0.0172,
2014,Iceland,0.1,69,,,3,0.02,
2014,Ireland,0.2,71,,,3,0.0169,
2014,Israel,0.1,,,,3,0.0067,
2014,Italy,0.3,77,,,3,0.0098,
2014,Latvia,0.4,18,,3,,0.0444,
2014,Luxembourg,0.2,66,,4,3,0.0213,
2014,Netherlands,0.2,77,,,3,0.0065,
2014,Norway,0.1,74,,,3,0.0096,
2014,Portugal,0.5,69,,4,3,0.0146,
2014,Romania,0.1,60,95,4,3,0.0051,1.05
2014,Serbia,0.1,53,,4,3,0.0083,
2014,Slovakia,0.1,41,,,3,0.0263,
2014,Spain,0.4,71,,4,3,0.0114,
2014,UnitedStatesofAmerica,0.4,,,,,0.0142,
2015,Afghanistan,0.1,6,5,3,2,0.0123,0.05
2015,Australia,0.1,77,,,3,0.004,
2015,Bangladesh,0.1,13,18,3,2,0.0127,0.1
2015,Bhutan,0.3,20,,,2,0.0231,
2015,Cambodia,0.6,72,77,2,3,0.0103,0.77
2015,Indonesia,0.4,10,8,1,2,0.0335,0.0825
2015,Japan,0.1,71,,,,0.0056,
2015,LaoPeopleDemocraticRepublic,0.3,,,,,0.0196,0.08
2015,Malaysia,0.4,32,95,2,3,0.0257,0.64
2015,Mongolia,0.1,27,,4,2,0.0185,
2015,Myanmar,0.8,46,65,1,,0.0452,0.660714286
2015,Nepal,0.2,39,40,2,3,0.0077,0.3
2015,NewZealand,0.1,,,,,0.0063,
2015,Pakistan,0.1,5,8,1,1,0.015,0.077777778
2015,PapuaNewGuinea,0.8,,,,,0.0429,0.416666667
2015,Philippines,0.1,27,14,2,3,0.0207,0.06
2015,Singapore,0.3,63,,4,3,0.0079,
2015,SriLanka,0.1,,,,,0.0054,
2015,Thailand,1.3,55,95,2,3,0.0243,0.944444444
2015,VietNam,0.3,,,,,0.0125,0.607142857
2015,Bahamas,1.9,38,,,,0.1583,
2015,Barbados,1.5,40,,4,3,0.1071,
2015,Belize,1.9,25,60,3,2,0.2111,0.6
2015,Cuba,0.4,57,95,4,3,0.0326,0.8
2015,DominicanRepublic,1,,,,,0.042,0.89
2015,Guyana,1.5,59,87,4,3,0.0962,0.85
2015,Haiti,2.1,46,78,3,2,0.112,0.779661017
2015,Jamaica,1.9,27,95,2,,0.1169,0.82
2015,Suriname,1.4,35,95,,2,0.1373,1.2
2015,Angola,1.9,24,36,1,2,0.1769,0.35
2015,Botswana,21.6,71,78,2,3,0.6,0.792857143
2015,Comoros,0.1,53,,4,3,0.05,
2015,Eritrea,0.8,48,52,1,3,0.0284,0.517241379
2015,Eswatini,28.1,69,88,,3,1.4494,0.85
2015,Ethiopia,1.1,58,84,2,3,0.0394,0.826086957
2015,Kenya,5.2,59,88,2,3,0.1768,0.880597015
2015,Lesotho,24.5,46,91,1,3,1.2621,0.875
2015,Madagascar,0.2,4,7,2,1,0.0286,0.061728395
2015,Malawi,9.8,60,79,1,3,0.4356,0.782
2015,Mauritius,1.3,21,95,2,1,0.0921,0.9
2015,Mozambique,12.5,37,95,1,2,0.9375,0.998
2015,Namibia,12.6,75,75,3,3,0.504,0.781818182
2015,Rwanda,2.9,71,95,3,3,0.0659,1.030927835
2015,SouthAfrica,20.3,,,,,0.8458,0.851724138
2015,SouthSudan,2.4,,,,,0.24,0.449438202
2015,Uganda,6.2,54,95,,3,0.31,1.16
2015,UnitedRepublicofTanzania,4.8,,,,,0.2777,0.837804878
2015,Zambia,12.1,66,95,1,3,0.5042,1.016326531
2015,Zimbabwe,13.8,66,83,1,3,0.4671,0.831884058
2015,Armenia,0.2,28,,3,2,0.0118,
2015,Belarus,0.4,34,81,3,3,0.0418,0.54
2015,BosniaandHerzegovina,0.1,,,,,0.02,
2015,Georgia,0.3,37,,4,2,0.0271,
2015,Kazakhstan,0.2,32,77,3,3,0.025,0.7
2015,Kyrgyzstan,0.2,27,60,4,2,0.0203,0.45
2015,Montenegro,0.1,32,,,2,0.02,
2015,NorthMacedonia,0.1,,,,,0.02,
2015,RepublicofMoldova,0.6,,,,,0.0388,0.36
2015,Tajikistan,0.2,24,38,3,2,0.0183,0.34
2015,Ukraine,0.9,28,95,2,3,0.0509,0.964285714
2015,Uzbekistan,0.2,31,38,2,,0.0238,0.371428571
2015,Argentina,0.4,56,94,4,,0.02,0.944444444
2015,Bolivia,0.3,25,89,,,0.0186,0.56
2015,Brazil,0.5,56,,3,3,0.03,
2015,Chile,0.5,49,77,4,,0.0404,0.44
2015,Colombia,0.4,47,31,3,,0.0226,0.308695652
2015,CostaRica,0.4,,,,,0.0292,
2015,Ecuador,0.4,39,92,2,2,0.024,0.7
2015,ElSalvador,0.6,,,,,0.0208,0.32
2015,Guatemala,0.4,34,22,3,2,0.0175,0.224719101
2015,Honduras,0.4,44,46,3,2,0.0128,0.36
2015,Mexico,0.2,55,,4,2,0.0105,
2015,Nicaragua,0.2,38,84,,,0.0112,0.6
2015,Panama,0.9,40,95,4,2,0.0525,0.95
2015,Paraguay,0.5,26,60,3,3,0.0286,0.36
2015,Peru,0.3,50,65,3,,0.0142,0.618181818
2015,Uruguay,0.5,50,95,,3,0.0338,0.6
2015,Algeria,0.1,62,30,3,3,0.0117,0.22
2015,Djibouti,1.3,22,34,2,,0.0777,0.16
2015,Egypt,0.1,16,13,,,0.0171,0.06
2015,Iran(IslamicRepublicof),0.1,,,,,0.0081,0.44
2015,Jordan,0.1,64,,4,,0.02,
2015,Kuwait,0.1,49,,4,2,0.0185,
2015,Lebanon,0.1,42,,3,3,0.0087,
2015,LibyanArabJamahiriya,0.2,,,,,0.0149,0
2015,Morocco,0.1,46,48,3,3,0.005,0.34
2015,Oman,0.2,32,,3,2,0.0357,
2015,Somalia,0.2,18,13,2,,0.0077,0.127272727
2015,Sudan,0.2,8,6,1,1,0.0192,0.057894737
2015,SyrianArabRepublic,0.1,,,,,0.0175,
2015,Tunisia,0.1,32,,,,0.0217,
2015,Yemen,0.1,16,13,,,0.0115,0.15
2015,Benin,1.1,48,95,1,,0.0629,1.222222222
2015,BurkinaFaso,0.9,,,,,0.0252,0.87037037
2015,Burundi,1.2,49,75,2,,0.0339,0.75
2015,Cameroon,3.9,31,92,1,3,0.2022,0.920689655
2015,CapeVerde,0.6,,,,,0.0522,
2015,CentralAfricanRepublic,4,,,,,0.2233,0.551020408
2015,Chad,1.4,51,46,1,,0.084,0.47
2015,Congo,2.8,29,26,,2,0.1802,0.255813953
2015,CotedIvoire,2.9,,,,,0.1296,0.842857143
2015,DemocraticRepublicoftheCongo,0.9,,,,,0.044,0.517857143
2015,EquatorialGuinea,6.7,,,,,0.6056,0.45
2015,Gabon,4,53,59,1,,0.1961,0.607142857
2015,Gambia,1.9,22,90,1,1,0.1652,0.887755102
2015,Ghana,1.8,25,46,2,2,0.1181,0.458823529
2015,Guinea,1.5,30,33,1,,0.0925,0.333333333
2015,Guinea-Bissau,3.7,22,71,,,0.2495,0.727272727
2015,Liberia,1.4,18,56,1,2,0.0805,0.571428571
2015,Mali,1.3,26,29,1,1,0.1114,0.290322581
2015,Mauritania,0.3,40,95,2,2,0.0098,0.8
2015,Niger,0.3,35,58,2,2,0.0138,0.576470588
2015,Nigeria,1.6,46,53,1,2,0.1035,0.534020619
2015,Senegal,0.5,43,53,2,2,0.0163,0.56
2015,SierraLeone,1.5,,,,,0.1068,
2015,Togo,2.5,38,79,1,3,0.1295,0.793103448
2015,Bulgaria,0.1,30,,4,3,0.0185,
2015,Croatia,0.1,68,,4,3,0.0071,
2015,CzechRepublic,0.1,,,,,0.0161,
2015,Denmark,0.1,82,,,3,0.0033,
2015,Estonia,0.8,52,,,3,0.0588,
2015,Finland,0.1,71,,,3,0.0057,
2015,France,0.3,79,,,3,0.0122,
2015,Germany,0.1,76,,,3,0.0036,
2015,Hungary,0.1,45,,,3,0.0161,
2015,Iceland,0.1,69,,,3,0.02,
2015,Ireland,0.2,73,,,3,0.0161,
2015,Israel,0.2,,,,3,0.0127,
2015,Italy,0.3,78,,,3,0.0093,
2015,Latvia,0.4,20,,3,,0.0426,
2015,Luxembourg,0.2,68,,4,3,0.02,
2015,Netherlands,0.2,80,,,3,0.0056,
2015,Norway,0.1,75,,,3,0.0037,
2015,Portugal,0.5,73,,4,3,0.0134,
2015,Romania,0.1,64,95,4,3,0.0051,1.2
2015,Serbia,0.1,55,,4,3,0.0077,
2015,Slovakia,0.1,46,,,3,0.0233,
2015,Spain,0.4,74,,4,3,0.0111,
2015,UnitedStatesofAmerica,0.4,,,,,0.0142,
2016,Afghanistan,0.1,9,5,3,2,0.0122,0.05
2016,Australia,0.1,79,,,3,0.0038,
2016,Bangladesh,0.1,15,18,3,2,0.0117,0.1
2016,Bhutan,0.3,24,,,2,0.0231,
2016,Cambodia,0.6,75,80,2,3,0.0096,0.8
2016,Indonesia,0.4,12,10,1,2,0.0311,0.1
2016,Japan,0.1,78,,,,0.0054,
2016,LaoPeopleDemocraticRepublic,0.3,,,,,0.0168,0.16
2016,Malaysia,0.4,44,95,2,3,0.0263,0.62
2016,Mongolia,0.1,28,,4,2,0.0179,
2016,Myanmar,0.8,54,73,1,,0.0417,0.732142857
2016,Nepal,0.2,43,53,2,3,0.0071,0.36
2016,NewZealand,0.1,,,,,0.0059,
2016,Pakistan,0.1,7,4,1,1,0.0136,0.04137931
2016,PapuaNewGuinea,0.8,,,,,0.0409,0.425
2016,Philippines,0.1,33,16,2,3,0.02,0.08
2016,Singapore,0.3,67,,4,3,0.0078,
2016,SriLanka,0.1,,,,,0.0056,
2016,Thailand,1.2,62,95,2,3,0.0195,0.958333333
2016,VietNam,0.3,,,,,0.0104,0.703703704
2016,Bahamas,1.9,38,,,,0.1583,
2016,Barbados,1.5,41,,4,3,0.1034,
2016,Belize,1.9,27,44,3,2,0.2065,0.4
2016,Cuba,0.4,61,95,4,3,0.03,0.7
2016,DominicanRepublic,1,,,,,0.0406,0.919191919
2016,Guyana,1.5,62,84,4,3,0.0949,0.8
2016,Haiti,2.1,54,73,3,2,0.112,0.74137931
2016,Jamaica,1.9,28,95,2,,0.1169,0.82
2016,Suriname,1.4,45,95,,2,0.1321,1.1
2016,Angola,1.9,23,31,1,2,0.1716,0.316666667
2016,Botswana,21.2,75,78,2,3,0.5712,0.771428571
2016,Comoros,0.1,58,,4,3,0.05,
2016,Eritrea,0.8,49,38,1,3,0.028,0.381818182
2016,Eswatini,28,78,90,,3,1.26,0.866666667
2016,Ethiopia,1.1,62,75,2,3,0.0394,0.759090909
2016,Kenya,5.1,66,90,2,3,0.1666,0.898484848
2016,Lesotho,24.3,54,84,1,3,1.1435,0.872727273
2016,Madagascar,0.2,5,3,2,1,0.029,0.033333333
2016,Malawi,9.7,67,88,1,3,0.4171,0.882978723
2016,Mauritius,1.3,21,95,2,1,0.0943,1.1
2016,Mozambique,12.5,44,90,1,2,0.9375,0.866363636
2016,Namibia,12.3,77,95,3,3,0.4182,1
2016,Rwanda,2.7,80,95,3,3,0.0552,0.967391304
2016,SouthAfrica,20.4,,,,,0.7719,0.865517241
2016,SouthSudan,2.4,,,,,0.24,0.304347826
2016,Uganda,6.1,61,95,,3,0.2956,1.15
2016,UnitedRepublicofTanzania,4.8,,,,,0.256,0.803614458
2016,Zambia,11.8,67,95,1,3,0.4818,1.1
2016,Zimbabwe,13.4,72,89,1,3,0.4329,0.889552239
2016,Armenia,0.2,35,,3,2,0.0118,
2016,Belarus,0.4,36,92,3,3,0.0383,0.56
2016,BosniaandHerzegovina,0.1,,,,,0.02,
2016,Georgia,0.3,42,,4,2,0.0251,
2016,Kazakhstan,0.2,37,73,3,3,0.0236,0.745098039
2016,Kyrgyzstan,0.2,33,76,4,2,0.017,0.55
2016,Montenegro,0.1,36,,,2,0.02,
2016,NorthMacedonia,0.1,,,,,0.02,
2016,RepublicofMoldova,0.6,,,,,0.0388,0.4
2016,Tajikistan,0.2,32,40,3,2,0.0165,0.36
2016,Ukraine,0.9,38,95,2,3,0.0509,1
2016,Uzbekistan,0.2,38,39,2,,0.0227,0.392857143
2016,Argentina,0.4,58,95,4,,0.02,0.944444444
2016,Bolivia,0.3,30,95,,,0.0186,0.7
2016,Brazil,0.5,59,,3,3,0.0298,
2016,Chile,0.5,54,92,4,,0.0393,0.54
2016,Colombia,0.4,52,30,3,,0.0203,0.295652174
2016,CostaRica,0.4,,,,,0.0298,
2016,Ecuador,0.4,44,94,2,2,0.0234,0.72
2016,ElSalvador,0.6,,,,,0.0192,0.28
2016,Guatemala,0.4,37,28,3,2,0.0183,0.282352941
2016,Honduras,0.4,46,46,3,2,0.0137,0.34
2016,Mexico,0.2,60,,4,2,0.01,
2016,Nicaragua,0.2,42,84,,,0.011,0.6
2016,Panama,0.9,47,93,4,2,0.0504,0.9
2016,Paraguay,0.5,31,77,3,3,0.0286,0.44
2016,Peru,0.3,57,67,3,,0.014,0.672727273
2016,Uruguay,0.6,50,95,,3,0.0388,0.65
2016,Algeria,0.1,70,51,3,3,0.0093,0.42
2016,Djibouti,1.2,26,39,2,,0.0731,0.16
2016,Egypt,0.1,19,18,,,0.0169,0.1
2016,Iran(IslamicRepublicof),0.1,,,,,0.0078,0.5
2016,Jordan,0.1,75,,4,,0.02,
2016,Kuwait,0.1,56,,4,2,0.0172,
2016,Lebanon,0.1,48,,3,3,0.0087,
2016,LibyanArabJamahiriya,0.2,,,,,0.0126,0.25
2016,Morocco,0.1,53,60,3,3,0.0049,0.44
2016,Oman,0.2,35,,3,2,0.0333,
2016,Somalia,0.1,22,15,2,,0.0042,0.156862745
2016,Sudan,0.2,11,5,1,1,0.0185,0.047368421
2016,SyrianArabRepublic,0.1,,,,,0.0169,
2016,Tunisia,0.1,35,,,,0.02,
2016,Yemen,0.1,18,13,,,0.0105,0.15
2016,Benin,1.1,54,95,1,,0.0589,1.555555556
2016,BurkinaFaso,0.8,,,,,0.021,0.923076923
2016,Burundi,1.2,62,89,2,,0.0286,0.882352941
2016,Cameroon,3.8,38,81,1,3,0.19,0.821428571
2016,CapeVerde,0.6,,,,,0.0522,
2016,CentralAfricanRepublic,3.9,,,,,0.2127,0.829787234
2016,Chad,1.4,38,43,1,,0.0735,0.44
2016,Congo,2.8,31,16,,2,0.175,0.15952381
2016,CotedIvoire,2.8,,,,,0.1132,0.889473684
2016,DemocraticRepublicoftheCongo,0.8,,,,,0.0373,0.57037037
2016,EquatorialGuinea,6.9,,,,,0.6038,0.695652174
2016,Gabon,3.9,58,72,1,,0.1725,0.714285714
2016,Gambia,1.9,25,76,1,1,0.1663,0.757575758
2016,Ghana,1.8,28,58,2,2,0.1145,0.570588235
2016,Guinea,1.5,32,51,1,,0.09,0.509433962
2016,Guinea-Bissau,3.6,27,67,,,0.226,0.681818182
2016,Liberia,1.4,20,68,1,2,0.077,0.7
2016,Mali,1.3,27,25,1,1,0.1207,0.252631579
2016,Mauritania,0.2,44,33,2,2,0.0068,0.25
2016,Niger,0.3,42,94,2,2,0.0125,0.9375
2016,Nigeria,1.5,51,56,1,2,0.1,0.563265306
2016,Senegal,0.4,50,57,2,2,0.013,0.583333333
2016,SierraLeone,1.5,,,,,0.103,
2016,Togo,2.4,48,87,1,3,0.12,0.875
2016,Bulgaria,0.1,30,,4,3,0.0167,
2016,Croatia,0.1,72,,4,3,0.0071,
2016,CzechRepublic,0.1,,,,,0.0143,
2016,Denmark,0.1,85,,,3,0.0033,
2016,Estonia,0.8,56,,,3,0.0571,
2016,Finland,0.1,72,,,3,0.0056,
2016,France,0.3,81,,,3,0.0113,
2016,Germany,0.1,78,,,3,0.0035,
2016,Hungary,0.1,46,,,3,0.0152,
2016,Iceland,0.1,69,,,3,0.02,
2016,Ireland,0.2,75,,,3,0.0154,
2016,Israel,0.2,,,,3,0.012,
2016,Italy,0.3,80,,,3,0.0088,
2016,Latvia,0.4,36,,3,,0.0417,
2016,Luxembourg,0.3,72,,4,3,0.0273,
2016,Netherlands,0.2,82,,,3,0.0048,
2016,Norway,0.1,76,,,3,0.0036,
2016,Portugal,0.5,77,,4,3,0.0121,
2016,Romania,0.1,65,95,4,3,0.0048,1.3
2016,Serbia,0.1,58,,4,3,0.0185,
2016,Slovakia,0.1,47,,,3,0.0206,
2016,Spain,0.4,81,,4,3,0.0099,
2016,UnitedStatesofAmerica,0.4,,,,,0.0142,
2017,Afghanistan,0.1,12,11,3,2,0.0118,0.1
2017,Australia,0.1,80,,,3,0.0037,
2017,Bangladesh,0.1,19,20,3,2,0.0115,0.15
2017,Bhutan,0.3,31,,,2,0.0231,
2017,Cambodia,0.6,79,94,2,3,0.0081,0.938271605
2017,Indonesia,0.4,14,13,1,2,0.0305,0.125
2017,Japan,0.1,80,,,,0.0048,
2017,LaoPeopleDemocraticRepublic,0.3,,,,,0.0155,0.16
2017,Malaysia,0.4,46,95,2,3,0.0249,0.52
2017,Mongolia,0.1,31,,4,2,0.0172,
2017,Myanmar,0.8,62,75,1,,0.04,0.745454545
2017,Nepal,0.1,50,61,2,3,0.0033,0.38
2017,NewZealand,0.1,,,,,0.0057,
2017,Pakistan,0.1,8,6,1,1,0.0133,0.058064516
2017,PapuaNewGuinea,0.8,,,,,0.04,0.6
